,course_href,course_name,partner_title,instructor,stars,num_reviews,description,outcome,highlight,length,subject,level
109,/learn/marketing-digital,Marketing in a Digital World,University of Illinois at Urbana-Champaign,Aric Rindfleisch ,4.7,4671,"This course examines how digital tools, such as the Internet, smartphones, and 3D printing, are revolutionizing the world of marketing by changing the roles and practices of both firms and consumers. Marketing in a Digital World is one of the most popular courses on Coursera with over 250,000 Learners and is rated by Class Central as one of the Top 50 MOOCs of All Time (https://www.class-central.com/report/top-moocs/).The course was initially launched in 2015, and has been updated in April 2020. 

This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and https://onlinemba.illinois.edu.","['38%got a tangible career benefit from this course', '39%started a new career after completing these courses']","['Course 1 of 7 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 27 hours to complete,social-sciences,Beginner
110,/learn/marketing-digital,Marketing in a Digital World,University of Illinois at Urbana-Champaign,Aric Rindfleisch ,4.7,4671,"This course examines how digital tools, such as the Internet, smartphones, and 3D printing, are revolutionizing the world of marketing by changing the roles and practices of both firms and consumers. Marketing in a Digital World is one of the most popular courses on Coursera with over 250,000 Learners and is rated by Class Central as one of the Top 50 MOOCs of All Time (https://www.class-central.com/report/top-moocs/).The course was initially launched in 2015, and has been updated in April 2020. 

This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and https://onlinemba.illinois.edu.","['38%got a tangible career benefit from this course', '39%started a new career after completing these courses']","['Course 1 of 7 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 27 hours to complete,business,Beginner
111,/learn/marketing-digital,Marketing in a Digital World,University of Illinois at Urbana-Champaign,Aric Rindfleisch ,4.7,4671,"This course examines how digital tools, such as the Internet, smartphones, and 3D printing, are revolutionizing the world of marketing by changing the roles and practices of both firms and consumers. Marketing in a Digital World is one of the most popular courses on Coursera with over 250,000 Learners and is rated by Class Central as one of the Top 50 MOOCs of All Time (https://www.class-central.com/report/top-moocs/).The course was initially launched in 2015, and has been updated in April 2020. 

This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and https://onlinemba.illinois.edu.","['38%got a tangible career benefit from this course', '39%started a new career after completing these courses']","['Course 1 of 7 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 27 hours to complete,social-sciences,Beginner
112,/learn/uva-darden-design-thinking-innovation,Design Thinking for Innovation,University of Virginia,Jeanne M. Liedtka ,4.7,2131,"Today innovation is everyone's business. Whether you are a manager in a global corporation, an entrepreneur starting up, in a government role, or a teacher in an elementary school, everyone is expected to get lean – to do better with less. And that is why we all need design thinking. At every level in every kind of organization, design thinking provides the tools you need to become an innovative thinker and uncover creative opportunities that are there – you're just not seeing them yet.In this course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, we provide an overview of design thinking and work with a model containing four key questions and several tools to help you understand design thinking as a problem solving approach. We also look at several stories from different organizations that used design thinking to uncover compelling solutions.","['24%got a tangible career benefit from this course', '24%started a new career after completing these courses']","['Beginner Level', 'Flexible deadlines', 'Course 2 of 4 in the', '100% online', 'English', 'Shareable Certificate']",Approx. 6 hours to complete,business,Beginner
113,/learn/business,English for Business and Entrepreneurship,University of Pennsylvania,Amy Nichols +1 more instructor,4.9,1268,"Welcome to English for Business and Entrepreneurship, a course created by the University of Pennsylvania, and funded by the U.S. Department of State Bureau of Educational and Cultural Affairs, Office of English Language Programs. To enroll in this course for free, click on “Enroll now” and then select ""Full Course.  No certificate.""

This course is designed for non-native English speakers who are interested in learning more about the global business economy. In this course, you will learn about topics and language necessary to succeed in the international workplace.  You will explore business English through authentic readings and video lectures, while learning about business vocabulary, concepts, and issues. Unit 1 will provide an introduction to entrepreneurship by examining ideas, products, and opportunities. In unit 2, you will learn about the basics of market research, including how to identify an opportunity. The next unit in the course will focus on business plans, why these plans are important, and will give you a chance to practice composing a business plan. In the final unit of the course, we will present basics for funding a business and will help you create a persuasive presentation, or pitch, based on a business plan. 

Unless otherwise noted, all course materials are available for re-use, repurposing and free distribution under a Creative Commons 4.0 Attribution license.

Supplemental reading materials were provided by Newsela, which publishes daily news articles at a level that's just right for each English language learner.","['43%got a tangible career benefit from this course', '39%started a new career after completing these courses', '15%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 31 hours to complete,business,Beginner
114,/learn/personal-branding,Introduction to Personal Branding,University of Virginia,"Kimberley  Barker, MLIS ",4.4,2287,"Though the concept of personal branding isn't new, questions remain about how to create one and, more importantly, what it means to maintain and inhabit that brand. Learners will:

o	Understand both what personal branding means and what it means to inhabit their brand
o	Establish themselves on at least three social media platforms 
o	Create a mission statement for their personal brand
o	Build a board of directors for their brand
o	Become familiar with the basics of digital security and reputation management
o	Create a system for on-going brand maintenance 

Join instructor Kimberley R. Barker as she provides a warm, supportive atmosphere in which learners are encouraged to intensively explore themselves in order to create a personal brand that authentically and effectively communicates their values and professional gifts. Together we will build a strong community in which to provide encouragement and feedback, and support each other as learners pursue their goal of successful brand creation.","['37%got a tangible career benefit from this course', '38%started a new career after completing these courses', '11%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 7 hours to complete,business,Beginner
115,/learn/uva-darden-project-management,Fundamentals of Project Planning and Management,University of Virginia,Yael Grushka-Cockayne (@grushkay) ,4.7,1465,"Projects are all around us. Virtually every organization runs projects, either formally or informally. We are engaged in projects at home and at work. Across settings, planning principles and execution methodologies can offer ways in which projects can be run more effectively and efficiently. Project management provides organizations (and individuals) with the language and the frameworks for scoping projects, sequencing activities, utilizing resources, and minimizing risks.This is an introductory course on the key concepts of planning and executing projects. We will identify factors that lead to project success, and learn how to plan, analyze, and manage projects. Learners will be exposed to state-of-the-art methodologies and to considering the challenges of various types of projects.","['23%got a tangible career benefit from this course', '23%started a new career after completing these courses', '11%got a pay increase or promotion']","['Beginner Level', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 8 hours to complete,business,Beginner
116,/learn/public-speaking,Introduction to Public Speaking,University of Washington,Dr. Matt McGarrity ,4.8,517,"This course gives you a reliable model for preparing and delivering effective presentations. In business, in school, and in public life, we are often called upon to “make a few comments.” Often, people tasked with such speeches become flummoxed. They might not know what to talk about, or ramble without making a point, or simply be confusing to listen to. This course is designed to help you shine where others falter. 

We’ll learn how organize talks clearly, write them memorably, and deliver them confidently. By the end of the course, you should be able to significantly reduce your fear of public speaking, use rehearsal techniques to develop a strong, vibrant speaking voice, and perform speeches with dynamic movement and gestures. The speech model that we’ll practice is useful for briefings, elevator talks, interviews, and even as a structure for hour-long presentations.

If you’re a beginner, this course will help you quickly master the fundamentals of speaking. If you’re a seasoned speaker, this course will help you better understand public speaking and push you to the next level.","['19%got a tangible career benefit from this course', '33%started a new career after completing these courses', '12%got a pay increase or promotion']","['Course 1 of 4 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 12 hours to complete,business,Beginner
117,/learn/cyber-security-domain,Cybersecurity and Its Ten Domains,University System of Georgia,"Dr. Humayun Zafar, CEH, CISM, CRISC, PCIP ",4.3,693,"This course is designed to introduce students, working professionals and the community to the exciting field of cybersecurity. Throughout the MOOC, participants will engage in community discourse and online interaction. Participants will gain knowledge and understanding of cybersecurity and its domains. They will engage with expertly produced videos, gain insight from industry experts, participate in knowledge assessments, practice assessing their environmental awareness, and gain access to materials that address governance and risk management, compliance, business continuity and disaster recovery, cryptography, software development security, access control, network security, security architecture, security operations, and physical and environmental security. Learning will be assessed using strategies aligned to knowledge and understanding. You do not need prior experience in IT security to do well in this course. All you need is a willingness to learn. We will point you to relevant open and free resources to assist you.

At the end of this course, you will have the option of applying for undergraduate level course credit at Kennesaw State University (dependent on admission to Kennesaw State University as a degree seeking or a non-degree seeking student). More information is available in final module ""Receive Course (undergraduate) Credit at Kennesaw State University"".","['22%started a new career after completing these courses', '12%got a pay increase or promotion', '29%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 24 hours to complete,business,Beginner
118,/learn/cyber-security-domain,Cybersecurity and Its Ten Domains,University System of Georgia,"Dr. Humayun Zafar, CEH, CISM, CRISC, PCIP ",4.3,693,"This course is designed to introduce students, working professionals and the community to the exciting field of cybersecurity. Throughout the MOOC, participants will engage in community discourse and online interaction. Participants will gain knowledge and understanding of cybersecurity and its domains. They will engage with expertly produced videos, gain insight from industry experts, participate in knowledge assessments, practice assessing their environmental awareness, and gain access to materials that address governance and risk management, compliance, business continuity and disaster recovery, cryptography, software development security, access control, network security, security architecture, security operations, and physical and environmental security. Learning will be assessed using strategies aligned to knowledge and understanding. You do not need prior experience in IT security to do well in this course. All you need is a willingness to learn. We will point you to relevant open and free resources to assist you.

At the end of this course, you will have the option of applying for undergraduate level course credit at Kennesaw State University (dependent on admission to Kennesaw State University as a degree seeking or a non-degree seeking student). More information is available in final module ""Receive Course (undergraduate) Credit at Kennesaw State University"".","['22%started a new career after completing these courses', '12%got a pay increase or promotion', '29%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 24 hours to complete,computer-science,Beginner
119,/learn/cyber-security-domain,Cybersecurity and Its Ten Domains,University System of Georgia,"Dr. Humayun Zafar, CEH, CISM, CRISC, PCIP ",4.3,693,"This course is designed to introduce students, working professionals and the community to the exciting field of cybersecurity. Throughout the MOOC, participants will engage in community discourse and online interaction. Participants will gain knowledge and understanding of cybersecurity and its domains. They will engage with expertly produced videos, gain insight from industry experts, participate in knowledge assessments, practice assessing their environmental awareness, and gain access to materials that address governance and risk management, compliance, business continuity and disaster recovery, cryptography, software development security, access control, network security, security architecture, security operations, and physical and environmental security. Learning will be assessed using strategies aligned to knowledge and understanding. You do not need prior experience in IT security to do well in this course. All you need is a willingness to learn. We will point you to relevant open and free resources to assist you.

At the end of this course, you will have the option of applying for undergraduate level course credit at Kennesaw State University (dependent on admission to Kennesaw State University as a degree seeking or a non-degree seeking student). More information is available in final module ""Receive Course (undergraduate) Credit at Kennesaw State University"".","['22%started a new career after completing these courses', '12%got a pay increase or promotion', '29%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 24 hours to complete,business,Beginner
120,/learn/cyber-security-domain,Cybersecurity and Its Ten Domains,University System of Georgia,"Dr. Humayun Zafar, CEH, CISM, CRISC, PCIP ",4.3,693,"This course is designed to introduce students, working professionals and the community to the exciting field of cybersecurity. Throughout the MOOC, participants will engage in community discourse and online interaction. Participants will gain knowledge and understanding of cybersecurity and its domains. They will engage with expertly produced videos, gain insight from industry experts, participate in knowledge assessments, practice assessing their environmental awareness, and gain access to materials that address governance and risk management, compliance, business continuity and disaster recovery, cryptography, software development security, access control, network security, security architecture, security operations, and physical and environmental security. Learning will be assessed using strategies aligned to knowledge and understanding. You do not need prior experience in IT security to do well in this course. All you need is a willingness to learn. We will point you to relevant open and free resources to assist you.

At the end of this course, you will have the option of applying for undergraduate level course credit at Kennesaw State University (dependent on admission to Kennesaw State University as a degree seeking or a non-degree seeking student). More information is available in final module ""Receive Course (undergraduate) Credit at Kennesaw State University"".","['22%started a new career after completing these courses', '12%got a pay increase or promotion', '29%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 24 hours to complete,computer-science,Beginner
121,/learn/brand,"Brand Management: Aligning Business, Brand and Behaviour",University of London,Nader Tavassoli ,4.9,1518,"Professor Nader Tavassoli of London Business School contrasts traditional approaches to branding - where brands are a visual identity and a promise to customers - to brands as a customer experience delivered by the entire organisation. The course offers a brand workout for your own brands, as well as guest videos from leading branding professionals. The aim of the course is to change the conception of brands as being an organisation's visual identity (e.g., logo) and image (customers' brand associations) to an experience along ""moments-that-matter"" along the customer journey and, therefore, delivered by people across the entire organisation. Brands are thus not only an external promise to customers, but a means of executing business strategy via internal brand-led behaviour and culture change.

You will learn and practice the following skills:

1.	How to build brands from a broad organisational perspective 
2.	How to lead brand-led culture change with human resource practices at the core (i.e., brand as a lever and not just an outcome) 
3.	How to build brands in multi-brand companies, across cultures and geographies
4.	How to measure brand health in new ways, that is, internally in addition to externally
5.	How to value and capture returns to brands across the organisation - introducing the new concept of employee-based brand equity - and how this is different from the valuation of brands as intangible assets. 

This course allows you to develop the following aspects of yourself:

1.	Head. Gain a deeper understanding of the evolving practice of brand management, one that goes further than practiced in most organisations today
2.	Heart. Be motivated to engage in delivering your own brands – regardless of where you are in your organisation – thereby creating superior value for customers and for your organisation
3.	Hands. Translate learnings into action. As Confucius is supposed to have said: “I hear and I forget. I see and I remember. I do and I understand.”","['25%got a tangible career benefit from this course', '13%got a pay increase or promotion', '23%started a new career after completing these courses']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 17 hours to complete,business,Beginner
122,/learn/web-development,Introduction to Web Development,"University of California, Davis",Daniel Randall ,4.7,772,"This course is designed to start you on a path toward future studies in web development and design, no matter how little experience or technical knowledge you currently have. The web is a very big place, and if you are the typical internet user, you probably visit several websites every day, whether for business, entertainment or education. But have you ever wondered how these websites actually work? How are they built? How do browsers, computers, and mobile devices interact with the web? What skills are necessary to build a website? With almost 1 billion websites now on the internet, the answers to these questions could be your first step toward a better understanding of the internet and developing a new set of internet skills.  By the end of this course you’ll be able to describe the structure and functionality of the world wide web, create dynamic web pages using a combination of HTML, CSS, and JavaScript, apply essential programming language concepts when creating HTML forms, select an appropriate web hosting service, and publish your webpages for the world to see. Finally, you’ll be able to develop a working model for creating your own personal or business websites in the future and be fully prepared to take the next step in a more advanced web development or design course or specialization.","['32%got a tangible career benefit from this course', '26%started a new career after completing these courses', '11%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 22 hours to complete,business,Beginner
123,/learn/supply-chain-logistics,Supply Chain Logistics,Rutgers the State University of New Jersey,"Rudolf Leuschner, Ph.D. ",4.7,1725,"Have you ever wondered how goods get delivered to us so quickly as soon as we order them? One word: Logistics! In this introductory Supply Chain Logistics course, I will take you on a journey to this fascinating backbone of global trade. We cover the three major building blocks of logistics networks: transportation, warehousing, and inventory. After completing this course, you will be able to differentiate the advantages and disadvantages of different modes of transportation. You will understand what goes into designing and setting up a warehousing facility. Finally, you will be able to select the options that enable you to develop logistics networks, that minimize costs and deliver top customer service. This is an introductory course designed to provide you with a start on your learning journey in logistics. You do not need to have any background in logistics, but it would be beneficial if you had a basic understanding of business concepts. Join me and we will learn together about logistics!Interested in learning advanced supply chain topics? Check out the Supply Chain Excellence MasterTrack™ Certificate: https://www.coursera.org/mastertrack/supply-chain-excellence-rutgers","['28%started a new career after completing these courses', '13%got a pay increase or promotion', '29%got a tangible career benefit from this course']","['Flexible deadlines', '100% online', 'Course 1 of 5 in the', 'English', 'Shareable Certificate']",Approx. 8 hours to complete,business,Beginner
124,/learn/content-marketing,The Strategy of Content Marketing,"University of California, Davis",Sonia Simone ,4.5,951,"This course is a partnership between the leading content marketing authority, Copyblogger, and UC Davis Continuing and Professional Education. In this course, you will learn the core strategies content marketers use to acquire and retain customers profitably. Specifically, you will learn how to develop, organize and implement a content marketing strategy, analyze and measure the effectiveness of content marketing, write compelling copy, use a strategic framework when writing, and build your professional brand and authority through content marketing. You will also learn how to put the ideas presented to you into action and build your own personal brand through content marketing.","['27%got a tangible career benefit from this course', '25%started a new career after completing these courses', '12%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 19 hours to complete,business,Intermediate
125,/learn/business-english-intro,Business English: Networking,University of Washington,Richard Moore ,4.8,760,"This course begins with a welcome message and an overview of the Specialization. After this introduction, you will be asked to take a proficiency test to see if this course is right for you. During the course, you will begin learning vocabulary and customs related to socializing and networking in English. The goal is to enable you to interact with business contacts in person, on the phone and over email in a professional way.

Course Learning Objectives

•	Determine whether the objectives of this Specialization align with your learning goals
•	Evaluate your current level of proficiency in business English communication 
•	Present relevant information about yourself in a discussion forum
•	Develop your networking skills 
•	Write short emails with appropriate formatting
•	Recognize and produce formal and informal language in emails
•	Develop vocabulary related to jobs and companies","['20%got a pay increase or promotion', '29%started a new career after completing these courses', '37%got a tangible career benefit from this course']","['Flexible deadlines', '100% online', 'Course 1 of 5 in the', 'English', 'Shareable Certificate']",Approx. 28 hours to complete,business,Intermediate
126,/learn/excel-advanced,Excel Skills for Business: Advanced,Macquarie University,Nicky Bull +2 more instructors,4.7,1021,"Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces around the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. Across the globe, millions of job advertisements requiring Excel skills are posted every day. At a time when digital skills jobs are growing much faster than non-digital jobs, completing this course will position you ahead of others, so keep reading.In this last course of our Specialization Excel Skills for Business you will build on the strong foundations of the first three courses: Essentials, Intermediate I + II.  In the Advanced course, we will prepare you to become a power user of Excel - this is your last step before specializing at a professional level. The topics we have prepared will challenge you as you learn how to use advanced formula techniques and sophisticated lookups. You will clean and prepare data for analysis, and learn how to work with dates and financial functions. An in-depth look at spreadsheet design and documentation will prepare you for our big finale, where you will learn how to build professional dashboards in Excel.","['31%got a pay increase or promotion', '35%started a new career after completing these courses', '33%got a tangible career benefit from this course']","['Course 4 of 4 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 25 hours to complete,business,Intermediate
127,/learn/python-statistics-financial-analysis,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,Xuhu Wan ,4.4,533,"Course Overview: https://youtu.be/JgFV5qzAYnoPython is now becoming the number 1 programming language for data science. Due to python’s simplicity and high readability, it is gaining its importance in the financial industry.  The course combines both python coding and statistical concepts and applies into analyzing financial data, such as stock data.

By the end of the course, you can achieve the following using python:

- Import, pre-process, save and visualize financial data into pandas Dataframe

- Manipulate the existing financial data by generating new variables using multiple columns

- Recall and apply the important statistical concepts (random variable, frequency, distribution, population and sample, confidence interval, linear regression, etc. ) into financial contexts

- Build a trading model using multiple linear regression model 

- Evaluate the performance of the trading model using different investment indicators

Jupyter Notebook environment is configured in the course platform for practicing python coding without installing any client applications.",[],"['Flexible deadlines', 'Intermediate Level', '100% online', 'English', 'Shareable Certificate']",Approx. 13 hours to complete,business,Intermediate
128,/learn/business-english-meetings,Business English: Meetings,University of Washington,Richard Moore ,4.8,177,"This course will teach you vocabulary and skills related to participating in meetings. You will learn terms and phrases used both in email and in speaking to arrange, participate in, and conclude meetings. The goals of this course are to enable you to participate effectively in on-site meetings and teleconferences and to prepare you to write a proposal as an outcome of a meeting.Course Learning Objectives

•	Arrange a meeting though email and by telephone 
•	List expectations and protocols related to on-site meetings and teleconferences
•	State phone numbers, dates, currencies and sales figures accurately 
•	Write a proposal with appropriate organization and vocabulary","['46%started a new career after completing these courses', '38%got a pay increase or promotion', '44%got a tangible career benefit from this course']","['Course 2 of 5 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 24 hours to complete,business,Intermediate
129,/learn/business-english-presentations,Business English: Making Presentations,University of Washington,Richard Moore ,4.8,136,"This course teaches you language and techniques that will help you make effective presentations in English. The final task is to develop a well-organized, persuasive presentation using charts and graphs that sells your city as a venue.The course focuses on students who have an intermediate level of English, with a minimum of two years of formal language study.

Course Learning Objectives

•	Present information in an organized and engaging way
•	Share data in charts and graphs
•	Use persuasive language in a presentation","['40%started a new career after completing these courses', '20%got a pay increase or promotion', '33%got a tangible career benefit from this course']","['Course 4 of 5 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 15 hours to complete,business,Intermediate
130,/learn/management-leadership-english,Business English: Management and Leadership,Arizona State University,Wanda Huber +2 more instructors,4.8,306,"Are you a business executive or a manager who uses English in your career? Then you know that good business communication in English requires focus, vocabulary, and specific linguistic structures. In this course, you will follow along a recently promoted manager as she builds and leads her team to success. Together, you will practice the language and styles of communication  needed in English for•	Recruiting and training a professional team to work together with integrity and respect
•	Managing and participating in well-organized meetings
•	Making telephone conferences more efficient
•	Writing professional emails that are easy to read
The activities in this course will give you the opportunity to share your experience and receive immediate feedback from other business professionals around the world.","['39%got a tangible career benefit from this course', '33%started a new career after completing these courses']","['Course 1 of 4 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 30 hours to complete,business,Intermediate
131,/learn/process-mining,Process Mining: Data science in Action,Eindhoven University of Technology,Wil van der Aalst ,4.8,232,"Process mining is the missing link between model-based process analysis and data-oriented analysis techniques. Through concrete data sets and easy to use software the course provides data science knowledge that can be applied directly to analyze and improve processes in a variety of domains.Data science is the profession of the future, because organizations that are unable to use (big) data in a smart way will not survive. It is not sufficient to focus on data storage and data analysis. The data scientist also needs to relate data to process analysis. Process mining bridges the gap between traditional model-based process analysis (e.g., simulation and other business process management techniques) and data-centric analysis techniques such as machine learning and data mining. Process mining seeks the confrontation between event data (i.e., observed behavior) and process models (hand-made or discovered automatically). This technology has become available only recently, but it can be applied to any type of operational processes (organizations and systems). Example applications include: analyzing treatment processes in hospitals, improving customer service processes in a multinational, understanding the browsing behavior of customers using booking site, analyzing failures of a baggage handling system, and improving the user interface of an X-ray machine. All of these applications have in common that dynamic behavior needs to be related to process models. Hence, we refer to this as ""data science in action"".

The course explains the key analysis techniques in process mining. Participants will learn various process discovery algorithms. These can be used to automatically learn process models from raw event data. Various other process analysis techniques that use event data will be presented. Moreover, the course will provide easy-to-use software, real-life data sets, and practical skills to directly apply the theory in a variety of application domains.

This course starts with an overview of approaches and technologies that use event data to support decision making and business process (re)design. Then the course focuses on process mining as a bridge between data mining and business process modeling. The course is at an introductory level with various practical assignments.

The course covers the three main types of process mining.

1. The first type of process mining is discovery. A discovery technique takes an event log and produces a process model without using any a-priori information. An example is the Alpha-algorithm that takes an event log and produces a process model (a Petri net) explaining the behavior recorded in the log.

2. The second type of process mining is conformance. Here, an existing process model is compared with an event log of the same process. Conformance checking can be used to check if reality, as recorded in the log, conforms to the model and vice versa.

3. The third type of process mining is enhancement. Here, the idea is to extend or improve an existing process model using information about the actual process recorded in some event log. Whereas conformance checking measures the alignment between model and reality, this third type of process mining aims at changing or extending the a-priori model. An example is the extension of a process model with performance information, e.g., showing bottlenecks. Process mining techniques can be used in an offline, but also online setting. The latter is known as operational support. An example is the detection of non-conformance at the moment the deviation actually takes place. Another example is time prediction for running cases, i.e., given a partially executed case the remaining processing time is estimated based on historic information of similar cases.

Process mining provides not only a bridge between data mining and business process management; it also helps to address the classical divide between ""business"" and ""IT"". Evidence-based business process management based on process mining helps to create a common ground for business process improvement and information systems development.

The course uses many examples using real-life event logs to illustrate the concepts and algorithms. After taking this course, one is able to run process mining projects and have a good understanding of the Business Process Intelligence field.

After taking this course you should:
- have a good understanding of Business Process Intelligence techniques (in particular process mining),
- understand the role of Big Data in today’s society,
- be able to relate process mining techniques to other analysis techniques such as simulation, business intelligence, data mining, machine learning, and verification,
- be able to apply basic process discovery techniques to learn a process model from an event log (both manually and using tools),
- be able to apply basic conformance checking techniques to compare event logs and process models (both manually and using tools),
- be able to extend a process model with information extracted from the event log (e.g., show bottlenecks),
- have a good understanding of the data needed to start a process mining project,
- be able to characterize the questions that can be answered based on such event data,
- explain how process mining can also be used for operational support (prediction and recommendation), and
- be able to conduct process mining projects in a structured manner.","['26%got a tangible career benefit from this course', '18%started a new career after completing these courses']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 22 hours to complete,business,Intermediate
132,/learn/optimizing-web-search,Optimizing a Website for Search,"University of California, Davis",Rebekah May ,4.7,262,"Learn the ins and outs of optimizing a website, from conducting an initial audit to presenting your findings and recommendations. Hands-on activities include learning how to select and apply appropriate keywords throughout a website, incorporating keyword research in a content marketing strategy, and optimizing a site for local search. You will also learn strategies for setting goals and client/stakeholder expectations, building effective analytics and reports, and communicating SEO improvements.","['47%got a tangible career benefit from this course', '42%started a new career after completing these courses']","['Flexible deadlines', 'Intermediate Level', '100% online', 'English', 'Shareable Certificate']",Approx. 25 hours to complete,business,Intermediate
133,/learn/seo-tactics,Advanced Content and Social Tactics to Optimize SEO,"University of California, Davis",Eric Enge ,4.5,181,"Discover the content marketing and social media ecosystems and how these interconnected channels drive search results to a website. Leverage content marketing and social media as part of your SEO strategy, and how to use influence marketing to establish a website’s authority.","['42%got a tangible career benefit from this course', '17%got a pay increase or promotion', '43%started a new career after completing these courses']","['Flexible deadlines', 'Intermediate Level', '100% online', 'English', 'Shareable Certificate']",Approx. 18 hours to complete,business,Intermediate
134,/learn/excel-data-analysis-fundamentals,Excel Fundamentals for Data Analysis,Macquarie University,Nicky Bull +1 more instructor,4.7,235,"As data becomes the modern currency, so the ability to analyse the data quickly and accurately has become of paramount importance. Excel with its extraordinarily broad range of features and capabilities is one of the most widely used programs for doing this. In the first course of our Excel Skills for Data Analysis and Visualization Specialization, you will learn the fundamentals of Excel for data analysis. When you have completed the course, you will be able to use a range of Excel tools and functions to clean and prepare data for analysis; automate data analysis with the help of Named Ranges and Tables; and use logical and lookup functions to transform, link and categorise data.This course will enable you to build a strong foundation in the fundamentals, helping you to be more efficient in your day-to-day and developing the necessary skills to work with the more advanced techniques used in later courses. To make the content easy to relate to and to personalize the learning experience, we are going to follow Zara's journey through the course. Who is Zara? Well, she is no-one and everyone. You will find that Zara's trials and tribulations sound familiar, and together with Zara, you will develop your Excel skills along the way — and, importantly, have some fun doing it.

The Excel Skills for Data Analytics and Visualization courses are the sequel to one of most successful specializations on Coursera, Excel Skills for Business, which has attracted hundreds of thousands of learners and top ratings. Transform your skills, your confidence, and your opportunities by adding this new set of skills to your repertoire.",[],"['Course 1 of 3 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 15 hours to complete,business,Intermediate
135,/learn/business-english-negotiating,Business English: Planning & Negotiating,University of Washington,Richard Moore +1 more instructor,4.8,83,"In this course, the context is hosting an event and finding an appropriate venue for it. You will learn language and strategies for successful negotiations culminating in a written announcement for an event.Course Learning Objectives

•	Negotiate strategically in formal and informal settings
•	Identify and resolve customer issues after a negotiation has taken place
•	Evaluate and compare services and features of two venues
•	Plan a business event using negotiation skills
•	Write an announcement for a business event after selecting a venue","['40%got a tangible career benefit from this course', '33%started a new career after completing these courses', '50%got a pay increase or promotion']","['Course 3 of 5 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 30 hours to complete,business,Intermediate
136,/learn/six-sigma-organization-advanced,Six Sigma and the Organization (Advanced),University System of Georgia,"David Cook, PhD +1 more instructor",4.7,509,"This course is for you if you are looking to dive deeper into Six Sigma or strengthen and expand your knowledge of the basic components of green belt level of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes and performance. This course will introduce you to the purpose of Six Sigma and its value to an organization. You will learn about the basic principles of Six Sigma and Lean. Your instructors will introduce you to, and have you apply, some of the tools and metrics that are critical components of Six Sigma. This course will provide you with the basic knowledge of the principles, roles, and responsibilities of Six Sigma and Lean. Every module will include readings, videos, and a quiz to help make sure you understand the material and concepts that are studied. You will also have the opportunity to participate in discussions and peer review exercises to give you the opportunity to apply the material to your daily life.

Registration includes online access to course content, projects, and resources but does not include the companion text The Certified Six Sigma Green Belt Handbook (2nd edition). The companion text is NOT required to complete the assignments. However, the text is a recognized handbook used by professionals in the field. Also, it is a highly-recommended text for those wishing to move forward in Six Sigma and eventually gain certification from professional agencies such as American Society for Quality (ASQ).","['19%started a new career after completing these courses', '24%got a tangible career benefit from this course', '18%got a pay increase or promotion']","['Course 1 of 4 in the', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 16 hours to complete,business,Intermediate
